,domain,num_iframes,has_social_media,num_images,has_og_tag,has_twitter_tag,has_description,has_keywords,keywords_in_tag,description_in_tag,contains digit,contains hyphen,length,novelty tld,contains news,newsy domain,has domain ip,domain asn,domain geoloc,domain validated,has expired,self signed,cert lifetime,san length,issuer country,issuer org,san contains wildcard,has cert,creation elapsed time,time to expiration,time from updated,whois lifetime,domain proxy,registrar,registrant country,registrant org,nameserver sld,nameserver asn,nameserver geoloc,target
147,shafaqna.com,0,False,0,True,False,True,True,"['Shafaqna, Media, News, Feed, RSS, Latest News, Shiam, Shiite, Arabic, English, Urdu, India, Türkçe, Sport, Life, Economy, Afghanistan, Afqanistan, Pakistan, Polls, Lebanon, Iraq, Media, Iran, Farsi, Persian, شفقنا خبرگزاری شیعه افغانستان ورزشی زندگی اقتصادی رسانه نظرسنجی ایران فارسی اخبار خبر']","['Shafaqna, International Shia News Agency | شفقنا، خبرگزاری بین\u200cالمللی شیعه']",False,False,12,False,False,False,True,16276,FR,True,False,False,396.0,1.0,US,"DigiCert, Inc.",True,True,2938.0,4367.0,-868.0,7305.0,False,Onlinenic Inc,,,awsdns-17.org,16509,US,disinformation
148,lifeandstylemag.com,3,True,73,True,True,True,False,,['Your ultimate source for breaking celebrity news. Red carpet fashion and juicy gossip is just a click away!'],False,False,19,False,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,5342.0,1963.0,-1317.0,7305.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",awsdns-22.org,16509,US,disinformation
149,life.ru,1,True,52,True,True,True,True,"['новости, расследования, фото, видео, истории, эксперты, тренды']","['Cобытия и новости 24 часа в сутки: эксклюзивные расследования, оригинальные фото и видео, «живые» истории, топовые эксперты, онлайн трансляции со всей планеты и горячие тренды соцмедиа и блогов.']",False,False,7,False,False,False,True,34879,RU,True,False,False,396.0,1.0,BE,GlobalSign nv-sa,True,True,7170.0,1974.0,,9144.0,False,RU-CENTER-RU,,"AO ""News media""",reg.ru,197695,RU,disinformation
150,journalistenwatch.com,3,False,58,True,True,True,False,,"[['Journalistenwatch e.V. ermöglicht es dem Bürger, sich über andere Sichtweisen auf die aktuellen Geschehnisse einen Überblick zu verschaffen.', 'Willkommen auf Journalistenwatch.com']]",False,False,21,False,False,True,True,24940,DE,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,2762.0,1621.0,-1269.0,4383.0,True,Hetzner Online GmbH,HU,REDACTED FOR PRIVACY,second-ns.com,24940,DE,disinformation
151,oroszhirek.hu,33,True,10,,,,,,,False,False,13,False,False,False,True,13335,None,False,False,False,365.0,1.0,US,"Cloudflare, Inc.",False,True,,,,,False,,,,,,,disinformation
152,rsagora.com.br,8,True,76,True,True,True,False,,"['RS Agora | Acompanhe as Principais Notícias do Estado do Rio Grande do Sul. Polícia, Política, Acidentes, Economia, Educação, Cultura, Saúde e Muito Mais.']",False,False,14,True,False,False,True,13335,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,74.0,3213.0,-1367.0,3287.0,N/A,,,,,,,disinformation
153,politikus.info,0,False,31,False,False,True,True,"['политика, геополитика, экономика, промышленность, новости, статьи']","['Освещение общей ситуации в мире: геополитика, войны, политика, экономика, промышленность, армия.']",False,False,14,True,False,True,True,13335,None,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,-9.0,1836.0,-1429.0,1827.0,True,PDR Ltd. d/b/a PublicDomainRegistry.com,US,"Privacy Protect, LLC (PrivacyProtect.org)",cloudflare.com,13335,US,disinformation
154,bravotv.com,10,True,60,True,True,True,False,,"['Watch full episodes and exclusive videos for Bravo shows including Top Chef, The Real Housewives of Beverly Hills and Vanderpump Rules.']",False,False,11,False,False,True,True,16625,ES,False,False,False,368.0,45.0,US,DigiCert Inc,False,True,8486.0,2106.0,-1343.0,10592.0,False,"MarkMonitor, Inc.",US,"NBCUniversal Media, LLC",akam.net,21342,NL,disinformation
155,tass.ru,2,True,50,True,True,True,False,,['События в России и мире. Аналитические публикации. Материалы пресс-конференций.  Видео- и фоторепортажи'],False,False,7,False,False,False,True,43298,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,3622.0,1857.0,,5479.0,False,RU-CENTER-RU,,FGUP Information Agency ITAR-TASS,11.,,,disinformation
156,popsugar.co.uk,5,True,23,True,False,True,False,,"['POPSUGAR delivers the biggest moments, the hottest trends, and the best tips in entertainment, fashion, beauty, fitness, and food and the ability to shop for it all in one place.']",False,False,14,True,False,False,True,16509,US,True,False,False,394.0,9.0,US,Amazon,True,True,4583.0,1992.0,-1592.0,6575.0,N/A,Gandi [Tag = GANDI],,,n.,,,disinformation
157,svpressa.ru,2,True,90,False,False,True,False,,"['Публикации о событиях в экономике, политике, социальной жизни, культуре, спорте. Лента новостей, фото- и видеорепортажи.']",False,False,11,False,False,True,True,57724,RU,False,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,3895.0,1949.0,,5844.0,False,RU-CENTER-RU,,"Independent nonprofit institution ""Internet-Pressa""",rax.ru,39134,RU,disinformation
158,strategic-culture.org,2,True,183,True,True,True,False,,"['Strategic Culture Foundation provides a platform for exclusive analysis, research and policy comment on Eurasian and global affairs. We are covering political, economic, social and security issues worldwide.']",False,True,21,False,False,False,True,213220,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,False,True,3193.0,1921.0,-1500.0,5114.0,True,"Regional Network Information Center, JSC dba RU-CENTER",RU,Privacy protection service - whoisproxy.ru,nic.ru,48287,RU,disinformation
159,coletividade-evolutiva.com.br,7,True,52,True,True,True,False,,"['Notícias, analises e opinião que incentiva o discernimento e pensamento crítico - coletividade-evolutiva.com.br - Coletividade Evolutiva']",False,True,29,True,False,False,True,15169,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,False,True,652.0,1905.0,-1484.0,2557.0,N/A,,,,,,,disinformation
160,abc.net.au,6,True,27,True,True,True,False,,"['Your home of Australian stories, conversations and events that shape our nation.']",False,False,10,True,False,True,True,16625,ES,False,False,False,366.0,19.0,US,DigiCert Inc,True,True,,,-1528.0,,N/A,Domain Directors Pty Ltd trading as Instra,,,akam.net,21342,NL,disinformation
161,cutonews.com,0,False,43,True,False,False,False,,,False,False,12,False,True,False,True,13335,US,False,False,False,365.0,1.0,US,"Cloudflare, Inc.",False,True,-512.0,1973.0,-1573.0,1461.0,False,"Alibaba Cloud Computing (Beijing) Co., Ltd.",CN,,cloudflare.com,13335,US,disinformation
162,theonion.com,7,True,49,True,True,True,True,['The Onion'],"[""The Onion brings you all of the latest news, stories, photos, videos and more from America's finest news source.""]",False,False,12,False,False,False,True,54113,US,True,False,False,397.0,43.0,BE,GlobalSign nv-sa,True,True,8751.0,1843.0,-1473.0,10594.0,True,"CSC CORPORATE DOMAINS, INC.",US,"CSC Corporate Domains, Inc.",awsdns-25.org,16509,US,disinformation
163,ukraina.ru,15,True,37,True,True,True,True,"['новости, последние новости, новости Украины, новости дня']","['Последние новости Украины, самая актуальная информация: темы дня, интервью, обзоры, анализ. Фото и видео с места событий и происшествий.']",False,False,10,False,False,False,True,201706,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,6488.0,1914.0,,8402.0,False,RU-CENTER-RU,,Rossiya Segodnya,rian.ru,51115,RU,disinformation
164,legitim.ch,0,True,18,True,True,True,False,,['Redaktion'],False,False,10,False,False,False,True,29097,CH,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,,,,,N/A,,,,,,,disinformation
165,archive.is,1,True,41,,,,,,,False,False,10,False,False,False,True,16276,GB,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,2485.0,1898.0,,4383.0,N/A,,,,archive.li,51852,CH,disinformation
166,thesun.co.uk,3,True,106,True,True,True,False,,"['Get the latest news, exclusives, sport, celebrities, showbiz, politics, business and lifestyle from The Sun']",False,False,12,True,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,7961.0,1901.0,-1138.0,9862.0,N/A,Markmonitor Inc. [Tag = MARKMONITOR],,,n.,,,disinformation
167,antifashist.com,3,True,52,False,False,,False,,,False,False,15,False,False,False,True,29182,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,3266.0,1848.0,-1476.0,5114.0,True,"Regional Network Information Center, JSC dba RU-CENTER",RU,Privacy protection service - whoisproxy.ru,cloudns.net,203391,US,disinformation
168,reitschuster.de,10,True,51,True,True,True,False,,"['Kritischer Journalismus. Ohne ""Haltung"". Ohne Belehrung. Ohne Ideologie. Ein Blog, der seine Leser informieren will und nicht erziehen.']",False,False,15,False,False,True,True,13335,US,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,,,-1223.0,,False,,,,cloudflare.com,13335,None,disinformation
169,definitelyfilipino.com,8,True,19,False,False,,False,,,False,False,22,False,False,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,3514.0,1965.0,-1584.0,5479.0,True,"Domain.com, LLC",US,Domain Privacy Service FBO Registrant.,cloudflare.com,13335,US,disinformation
170,conexaoamazonas.com,1,True,83,True,True,True,False,,"['Política, esportes, entretenimento e muito mais em um só lugar!']",False,False,19,False,False,False,True,19871,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,240.0,2317.0,-1531.0,2557.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",seusiteaqui.net.br,19871,US,disinformation
171,tierrapura.org,0,True,72,True,True,True,False,,['Las últimas noticias e informes especiales sobre el Wuhan Coronavirus todos los días. Información confiable de fuentes internacionales.'],False,False,14,False,False,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,-391.0,1852.0,-1480.0,1461.0,False,Epik Inc.,US,"Anonymize, Inc.",cloudflare.com,13335,US,disinformation
172,contrafatos.com.br,17,True,65,True,True,True,False,,"['Contra Fatos manipulados, esquecidos, omitidos e censurados. O Lado que a maior parte da mídia esconde ou finge não existir.']",False,False,18,True,False,False,True,13335,None,False,False,False,364.0,1.0,US,"Cloudflare, Inc.",False,True,-434.0,2260.0,-1452.0,1826.0,N/A,,,,,,,disinformation
173,cruzeirofm.com.br,3,True,121,,,,,,,False,False,17,True,False,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,7587.0,1910.0,-822.0,9497.0,N/A,,,,,,,disinformation
174,update.ph,0,True,35,True,True,True,False,,['Updating Filipinos Online'],False,False,9,False,False,True,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,,,,,False,,,,,,,disinformation
175,bandnewsfmcuritiba.com,0,,,,,,,,,False,False,22,False,True,False,True,13335,US,False,False,False,364.0,2.0,US,"Cloudflare, Inc.",True,True,2548.0,1835.0,-1409.0,4383.0,False,"Wild West Domains, LLC",BR,Band News,cloudflare.com,13335,US,disinformation
176,iheart.com,3,False,19,True,True,True,True,"['Talk, Show, Host, Personality, On Demand, Topic, Category, Health, News, Politics, Comedy, Station, Internet, Online, iHeartRadio, iHeart']","['Listen to the latest episodes from top podcasts. Get news, sports & lifestyle info from your favorite personalities for free!']",False,False,10,False,False,False,True,54113,US,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,False,True,7363.0,1768.0,-1436.0,9131.0,False,"MarkMonitor, Inc.",US,"iHM Identity, Inc.",ultradns.biz,397225,US,disinformation
177,now8news.com,1,False,13,True,True,True,False,,['Now8News'],True,False,12,False,True,True,True,32244,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1336.0,1952.0,-1586.0,3288.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",liquidweb.com,32244,US,disinformation
178,thelastlineofdefense.org,2,True,6,False,False,,False,,,False,False,24,False,False,False,True,30633,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1142.0,1780.0,-1460.0,2922.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",dnsimple.com,13335,None,disinformation
179,cont.ws,0,,,True,False,True,True,"['Новости, Политика, Сирия, Ближний Восток, Конфликт, Турция']","['Последние новости России и мира. Интересные публикации и аналитика. Обзор военной ситуации в Сирии, на Ближнем Востоке и в других горячих точках мира.']",False,False,7,False,False,False,True,12555,RU,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,,,,,False,,,,,,,disinformation
180,nypost.com,5,True,140,True,True,True,False,,"['Your source for breaking news, photos, and videos about New York, sports, business, entertainment, opinion, real estate, culture, fashion, and more.']",False,False,10,False,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8193.0,1667.0,-1270.0,9860.0,False,"MarkMonitor, Inc.",US,"NYP Holdings, Inc",awsdns-14.com,16509,US,disinformation
181,wonderwall.com,1,True,40,True,True,True,False,,"['Wonderwall is your top destination for the latest celebrity photos, news, gossip, videos, and more. Get the latest dish and see all the hottest celeb pics.']",False,False,14,False,False,False,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8065.0,2528.0,-1429.0,10593.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",domaincontrol.com,44273,US,disinformation
182,bitchute.com,1,True,357,True,True,True,False,,['BitChute puts creators first and provides them with a service that they can use to flourish and express their ideas freely.'],False,False,12,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,1742.0,1911.0,-1541.0,3653.0,True,"Cloudflare, Inc.",GB,DATA REDACTED,cloudflare.com,13335,US,disinformation
183,dailybuzzlive.com,7,True,40,True,True,True,False,,"['Daily Buzz Live is your home for controversial, viral news. Get buzzed! #DBL']",False,False,17,False,False,True,True,32244,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1992.0,1908.0,-1543.0,3900.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",liquidweb.com,32244,US,disinformation
184,huffpost.com,13,True,121,True,True,True,False,,"['Read the latest headlines, news stories, and opinion from Politics, Entertainment, Life, Perspectives, and more.']",False,False,12,False,False,True,True,16509,US,True,False,False,394.0,1.0,US,Amazon,False,True,5109.0,1831.0,-1069.0,6940.0,False,"MarkMonitor, Inc.",US,"BuzzFeed, Inc.",awsdns-07.org,16509,US,disinformation
185,conservatism101.org,0,False,3,,,,,,,True,False,19,False,False,False,True,396982,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,3164.0,1950.0,-1555.0,5114.0,True,"Amazon Registrar, Inc.",GB,Identity Protection Service,awsdns-29.org,16509,US,disinformation
186,anonymousnews.org,0,True,24,True,True,True,False,,"['Das meist gefürchtete Magazin Deutschlands. Hier finden Sie die Nachrichten, die der politisch-mediale Komplex verschweigt.']",False,False,17,False,True,True,True,209622,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-806.0,2267.0,-1203.0,1461.0,True,"Regional Network Information Center, JSC dba RU-CENTER",RU,Privacy protection service - whoisproxy.ru,cloudflare.com,13335,US,disinformation
187,usmagazine.com,3,True,82,True,True,True,False,,"[""Get today's top celebrity news, celebrity photos, style tips, exclusive video, and more on UsMagazine.com, the official website of Us Weekly.""]",False,False,14,False,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8021.0,2207.0,-1415.0,10228.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",awsdns-07.org,16509,US,disinformation
188,aecioneves.com.br,3,True,65,True,False,True,False,,['Site Oficial do Deputado Federal Aécio Neves'],False,False,17,True,False,False,True,27715,BR,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,6390.0,1645.0,-916.0,8035.0,N/A,,,,,,,disinformation
189,akhbarak.net,0,,,True,True,True,False,,['موقع شامل يوفر لكل كافة الأخبار والصور والفيديوهات التي تغطى الأحداث والمستجدات الجارية في كافة مجالات السياسة والرياضة والفن والحوادث والإقتصاد والمنوعات'],False,False,12,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,4866.0,2074.0,-1541.0,6940.0,True,"Wild West Domains, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
190,senado.leg.br,0,True,31,True,True,False,False,,,False,False,13,True,False,False,True,28629,BR,True,False,False,90.0,18.0,US,Let's Encrypt,True,True,2639.0,,125.0,,N/A,,,,,,,disinformation
191,aconteceagora.com.br,0,,,,,,,,,False,False,20,True,False,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,3271.0,2208.0,-1484.0,5479.0,N/A,,,,,,,disinformation
192,bustle.com,0,,,True,True,True,False,,"['Bustle is the premier digital destination for young women. Since launching in 2013, Bustle has been creating relatable and impactful dialogue through content from a diverse set of voices. Covering politics, sex and relationships, fashion, beauty, entertainment, and more, Bustle empowers women to be curious, to be themselves, and to be excited about owning their place in the world.']",False,False,10,False,False,True,True,16509,US,True,False,False,394.0,1.0,US,Amazon,True,True,5994.0,4233.0,-1402.0,10227.0,True,"Amazon Registrar, Inc.",GB,Identity Protection Service,awsdns-63.org,16509,US,disinformation
193,dilma.com.br,0,False,0,False,False,,False,,,False,False,12,True,False,False,True,13335,US,False,False,False,364.0,2.0,US,"Cloudflare, Inc.",True,True,1035.0,2617.0,-1078.0,3652.0,N/A,,,,,,,disinformation
194,latimes.com,0,,,,,,,,,False,False,11,False,False,True,True,16509,US,True,False,False,394.0,10.0,US,Amazon,False,True,10311.0,1741.0,-979.0,12052.0,False,"MarkMonitor, Inc.",US,NantMedia Holdings LLC,awsdns-33.org,16509,US,disinformation
195,okmagazine.com,2,True,109,False,False,True,False,,['Celebrity News | Entertainment Gossip'],False,False,14,False,False,True,True,54113,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,5737.0,1934.0,-1334.0,7671.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",awsdns-61.net,16509,US,disinformation
196,glz.co.il,0,,,False,False,,False,,,False,False,9,True,False,False,True,19551,US,True,False,False,180.0,13.0,BE,GlobalSign nv-sa,True,True,,,,,N/A,Israel Internet Association ISOC-IL,,,netvision.net.il,1680,IL,disinformation
197,operanewsapp.com,3,True,42,False,False,True,True,"['Portugal news, Portugal breaking news, latest news in Portugal, current news, world news, national news, aggregate news']","['Get the latest Portugal news at OperaNewsApp.com: Breaking news and videos in Portugal , Football news, Politics, Sports, Entertainment, Tech, Business.']",False,False,16,False,True,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,-296.0,1757.0,-1363.0,1461.0,False,NameWeb BVBA,NO,Opera Norway AS,cloudflare.com,13335,US,disinformation
198,theaustralian.com.au,28,False,100,,,,,,,False,False,20,True,False,True,True,16625,ES,False,False,False,365.0,42.0,US,DigiCert Inc,True,True,,,-1467.0,,N/A,Corporation Service Company (Aust) Pty Ltd,,,akam.net,21342,NL,disinformation
199,eonline.com,5,True,33,,,,,,,False,False,11,False,False,False,True,20940,PT,False,False,False,366.0,1.0,US,DigiCert Inc,True,True,8587.0,1639.0,1902.0,10226.0,False,"MarkMonitor, Inc.",US,"E Entertainment Television, LLC",akam.net,21342,NL,disinformation
200,news.com.au,19,True,90,True,True,True,False,,['news.com.au — Australia’s leading news site'],False,False,11,True,True,False,True,16625,ES,False,False,False,365.0,42.0,US,DigiCert Inc,True,True,,,-1580.0,,N/A,Corporation Service Company (Aust) Pty Ltd,,,akam.net,21342,NL,disinformation
201,radaronline.com,2,True,69,False,False,True,False,,"[""Check back often for the most up-to-the-second celebrity gossip, news, and Hollywood happenings anywhere. Follow stories as they happen & see what's happening right now.""]",False,False,15,False,False,False,True,54113,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,6476.0,1925.0,-1332.0,8401.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",awsdns-29.org,16509,US,disinformation
202,politnavigator.net,2,True,81,,,,,,,False,False,18,False,False,False,True,29182,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1849.0,2169.0,-1291.0,4018.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
203,sciencefiles.org,2,False,47,True,False,True,False,,['ScienceFiles - Nemesis der Junk Sciencer'],False,False,16,False,False,True,True,2635,US,True,False,False,90.0,13.0,US,Let's Encrypt,False,True,2873.0,1876.0,-1559.0,4749.0,True,"Wild West Domains, LLC",US,"Domains By Proxy, LLC",wordpress.com,2635,US,disinformation
204,diariodopoder.com.br,10,True,19,True,True,True,True,"['Poder, política e bastidores']","['Poder, política e bastidores']",False,False,20,True,False,False,True,396982,US,True,False,False,91.0,1.0,US,Google Trust Services LLC,False,True,2121.0,5184.0,-1539.0,7305.0,N/A,,,,,,,disinformation
205,burrardstreetjournal.com,8,True,101,True,True,True,False,,['Breaking news from the Burrard Street Journal and Burrard Street Football. Vancouver based satire news website and satire football news site. We do it all...'],False,False,24,False,False,True,True,14061,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1063.0,1859.0,-1492.0,2922.0,True,NAMECHEAP INC,IS,Privacy service provided by Withheld for Privacy ehf,registrar-servers.com,397235,US,disinformation
206,akwadon.com,0,False,1,True,True,True,False,,['آخر الأخبار والمعلومات عن السياسة والأعمال والرياضة والتاريخ والوظائف وأنماط الحياة والسفر.'],False,False,11,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,2.0,1825.0,-1457.0,1827.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
207,c-span.org,10,True,60,False,False,True,False,,"[""C-SPAN.org gives you access to C-SPAN's daily coverage of Washington and more than 200,000 hours of extensively indexed and archived C-SPAN video.""]",False,True,10,False,False,False,True,14618,US,True,False,False,394.0,1.0,US,Amazon,True,True,9284.0,2768.0,-1483.0,12052.0,False,"NETWORK SOLUTIONS, LLC.",US,C-SPAN,awsdns-39.org,16509,US,disinformation
208,parlamentnilisty.cz,6,False,55,True,False,,False,,,False,False,19,False,False,False,True,15685,CZ,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,5704.0,4888.0,2625.0,10592.0,N/A,REG-INTERNET-CZ,,,forpsi.net,24806,CZ,disinformation
209,report24.news,2,True,98,True,True,True,False,,"['Report24.news bietet täglich der Wahrheit verpflichteten, unabhängigen Journalismus']",True,False,13,True,False,True,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,,,,,False,,,,,,,disinformation
210,gazeta.ru,2,True,71,True,True,True,False,,"['Главные новости дня из\xa0Москвы и регионов, информационная лента новостей, новости России и мира, события дня и последнего часа, аналитика, комментарии, видео.']",False,False,9,False,False,False,True,24638,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,7624.0,1882.0,,9506.0,False,RU-CENTER-RU,,"""Gazeta.Ru"" JSC",rambler.ru,24638,RU,disinformation
211,hollywoodlife.com,6,True,56,True,True,True,True,['celebrity news'],"['HollywoodLife brings you the latest celebrity and entertainment news, exclusive celebrity pics and videos - plus the hottest celebrity fashion and beauty trends.']",False,False,17,False,False,False,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,7098.0,1668.0,-1271.0,8766.0,False,"MarkMonitor, Inc.",US,"Hollywoodlife.com, LLC",wordpress.com,2635,US,disinformation
212,vremya-pokazhet.ru,7,False,13,False,False,True,False,,"['Фан сайт передачи время покажет на первом канале, последний выпуск за сегодня и вчерашний смотреть онлайн ЗДЕСЬ!']",False,True,18,False,False,False,True,24940,DE,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1626.0,1661.0,,3287.0,False,REGRU-RU,,,fastdns24.org,200487,RU,disinformation
213,pinoytrending.altervista.org,3,False,17,True,True,True,False,,['A Philippine Entertainment site Where Every Filipino and International News are always fresh and entertaining.'],False,False,28,True,False,True,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,False,True,,,,,False,,,,,,,disinformation
214,thetimes.co.uk,4,True,289,True,True,True,False,,"['The latest UK and world news, business, sport and comment from The Times and The Sunday Time']",False,False,14,True,False,True,True,16509,IE,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8230.0,1997.0,-1234.0,10227.0,N/A,Markmonitor Inc. [Tag = MARKMONITOR],,,n.,,,disinformation
215,empirenews.net,9,True,86,False,False,,False,,,False,False,14,False,True,True,True,32244,US,True,False,False,90.0,2.0,US,Let's Encrypt,False,True,1769.0,1884.0,-1519.0,3653.0,False,IONOS SE,US,1&1 Internet Inc,ui-dns.org,8560,DE,disinformation
216,thehollywoodgossip.com,2,False,62,,,,,,,False,False,22,False,False,False,True,15169,US,True,False,False,91.0,1.0,US,Google Trust Services LLC,False,True,4661.0,1914.0,-1549.0,6575.0,False,Google LLC,US,"Mediavine, Inc.",googledomains.com,15169,US,disinformation
217,gazetadopovo.com.br,13,True,233,True,True,True,False,,"['Acompanhe as últimas notícias do Brasil e do mundo sobre política, economia e esportes. Leia também análises, opinião, estilo de vida e mais.']",False,False,19,True,False,False,True,16509,US,True,False,False,395.0,1.0,US,Amazon,True,True,8066.0,1795.0,-701.0,9861.0,N/A,,,,,,,disinformation
218,rwnofficial.com,0,True,4,True,True,True,False,,['As we step into a new decade we can see how fast technological inventions are coming about.'],False,False,15,False,False,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,366.0,1826.0,-1398.0,2192.0,False,"NameCheap, Inc.",,,cloudflare.com,13335,US,disinformation
219,kp.ru,2,False,25,True,True,True,True,"['КП, Комсомольская правда, Новости']","['Самые свежие новости России и мира. Мы ежедневно публикуем самую актуальную информацию. Комсомольская Правда в РФ - газета, радио и сайт']",False,False,5,False,False,False,True,210756,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,7807.0,1700.0,,9507.0,False,RU-CENTER-RU,,"""I.D. Komsomolskaya Pravda"" JSC",nic.ru,43489,RU,disinformation
220,tribunanacional.com.br,5,False,64,True,True,True,False,,['Jornal tribuna nacional'],False,False,22,True,False,False,True,13335,None,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,-440.0,2266.0,-1156.0,1826.0,N/A,,,,,,,disinformation
221,nationalreport.net,1,False,32,True,True,True,False,,"[""America's Shittiest Independent News Source""]",False,False,18,False,False,True,True,398101,US,True,False,False,90.0,1.0,US,"cPanel, Inc.",False,True,2202.0,1815.0,-1450.0,4017.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",domaincontrol.com,44273,US,disinformation
222,prntly.com,7,True,76,True,True,True,False,,"[""Prntly is America's Top News Site. We Offer You Groundbreaking News, Without The Spin. Follow us, or like our page on facebook. Thank you for supporting us.""]",False,False,10,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,1632.0,1655.0,-1284.0,3287.0,False,"Epik, Inc.",US,"Anonymize, Inc.",cloudflare.com,13335,US,disinformation
223,terrabrasilnoticias.com,0,,,True,True,True,False,,['Terra Brasil Notícias - Deus Acima de Tudo e de Todos.'],False,False,23,False,False,False,True,14061,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-451.0,2642.0,-1347.0,2191.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",digitalocean.com,13335,US,disinformation
224,sierrafoothillsreport.com,3,False,34,True,True,True,False,,"['(""Autumn Morning, Truckee"" by Olof Carmel)']",False,False,25,False,False,True,True,2635,US,True,False,False,90.0,30.0,US,Let's Encrypt,False,True,2932.0,1816.0,-1421.0,4748.0,False,"Wild West Domains, LLC",US,,wordpress.com,2635,US,disinformation
225,interfax.ru,2,False,28,True,False,True,False,,['Новости информационного агентства Интерфакс'],False,False,11,False,False,False,True,51115,RU,False,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,7376.0,1761.0,,9137.0,False,RU-CENTER-RU,,AO Interfax,4.,,,disinformation
